filmtv_id,title,year,genre,duration,country,director,actors,avg_vote,votes,description,notes
2073,The Racers,1955,Drama,112,United States,Henry Hathaway,"Kirk Douglas, Bella Darvi, Gilbert Roland, Cesar Romero",5.6,6,,
2074,Warlords of the 21st Century,1982,Fantasy,91,United States,Harley Cokeliss,"Michael Beck, Annie McEnroe, James Wainwright",5,2,,
2075,Un detective. Macchie di belletto,1970,Noir,107,Italy,Romolo Guerrieri,"Franco Nero, Florinda Bolkan, Adolfo Celi, Delia Boccardo, Renzo Palmer",6,21,,
2076,Nestor Burma detective de choc,1982,Crime,100,France,Jean-Luc Miesch,"Michel Serrault, Jane Birkin, Guy Marchand, Alain Bashung",8,2,,
2077,Detective,1985,Thriller,97,France,Jean-Luc Godard,"Nathalie Baye, Jean-Pierre Léaud, Johnny Hallyday, Claude Brasseur",6.8,13,,
2078,Banyon,1971,Thriller,97,United States,Robert Day,"Darren McGavin, Robert Forster, José Ferrer",5.5,2,,
2079,Double Jeopardy,1955,Thriller,80,United States,R. G. Springsteen,"Rod Cameron, Gale Robbins, Jack Kelly, Robert Armstrong",4,1,,
2080,The Drowning Pool,1975,Crime,105,United States,Stuart Rosenberg,"Paul Newman, Anthony Franciosa, Gail Strickland, Joanne Woodward",6.9,38,,
2082,Harper,1966,Thriller,91,United States,Jack Smight,"Paul Newman, Lauren Bacall, Shelley Winters, Julie Harris, Arthur Hill",6.6,58,,
2083,The Chain Reaction,1980,Fantasy,96,Australia,Ian Berry,"Ralph Cotterill, Hugh Keays-Byrne, Lorna Lesley",7.8,3,,
2085,You Gotta Stay Happy,1948,Comedy,100,United States,H. C. Potter,"Joan Fontaine, James Stewart",5.5,2,,
2086,Devilman story,1967,Adventure,87,Italy,Paul Maxwell (Paolo Bianchini),"Guy Madison, Liz Barrett, Alan Collins",4,1,,
2087,Di che segno sei?,1975,Comedy,130,Italy,Sergio Corbucci,"Paolo Villaggio, Adriano Celentano, Renato Pozzetto, Alberto Sordi, Mariangela Melato, Lilli Carati",5.6,64,,
2088,Whose Life Is It Anyway?,1981,Drama,118,United States,John Badham,"Richard Dreyfuss, John Cassavetes, Christine Lahti",6.1,9,,
2089,Uno di più all'inferno,1968,Western,93,Italy,Giovanni Fago,"George Hilton, Paul Stevens, Carlo Gaddi, Claudie Lange",4.5,5,,
2090,"Di Tressette ce n'è uno, tutti gli altri son nessuno",1974,Comedy,95,Italy,Anthony Ascot (Giuliano Carnimeo),"George Hilton, Chris Huerta, Riccardo Garrone, Umberto D'Orsi",5.3,10,,
2092,Diamante Lobo,1976,Western,95,Italy,Frank Kramer,"Lee Van Cleef, Jack Palance, Richard Boone",4.5,7,,
2093,Diamonds for Breakfast,1968,Comedy,102,Great Britain,Christopher Morahan,"Marcello Mastroianni, Rita Tushingham, Warren Mitchell, Elaine Taylor",3.8,6,,
2094,Cool Breeze,1972,Thriller,102,United States,Barry Pollack,"Thalmus Rasulala, Jim Watkins, Judy Pace, Lincoln Kilpatrick",4,2,,
2095,Diane,1956,History,110,United States,David Miller,"Lana Turner, Pedro Armendariz, Roger Moore, Marisa Pavan",6.6,5,,
2096,The Diary of Anne Frank,1959,Drama,100,United States,George Stevens,"Millie Perkins, Joseph Schildkraut, Shelley Winters, Richard Beymer, Gusti Huber, Lou Jacobi",7.4,37,,
2097,The Diary of Anne Frank,1980,Drama,120,United States,Boris Sagal,"Melissa Gilbert, Maximilian Schell, Joan Plowright, James Coco, Doris Roberts, Clive Revill, Scott Jacoby, Melora Marshall",7.2,4,,
2098,Diario di un italiano,1973,Drama,95,Italy,Sergio Capogna,"Pier Paolo Capponi, Donatello, Alida Valli, Silvano Tranquilli",5.5,3,,
2099,Diary of a Hitman,1992,Thriller,91,United States,Roy London,"Forest Whitaker, Sherilyn Fenn, James Belushi, Sharon Stone",7,6,,
2100,Das Tagebuch einer Verlorenen,1929,Drama,90,Germany,Georg Wilhelm Pabst,"Louise Brooks, Joseph Rovensky, Frotz Rasp Valeska Gert",8.4,26,,
2101,Napló gyermekeimnek,1982,Drama,106,Hungary,Márta Mészáros,"Zsuzsa Czinkóczi, Anna Polony, Jan Nowicki, Tamás Tóth",8,2,,
2102,The Young Racers,1962,Drama,82,United States,Roger Corman,"Mark Damon, William Campbell, Luana Anders, Patrick Magee, Robert Campbell",6.3,5,,
2103,Hell Boats,1969,War,95,Great Britain,Paul Wendkos,"James Franciscus, Elisabeth Shepherd, Ronald Allen",6,1,,
2105,De flyvende djaevle,1985,Drama,108,Denmark,Anders Refn,"Senta Berger, Mario David, Pete Lee Wilson",6,1,,
2106,The Flying Deuces,1939,Comedy,67,United States,A. Edward Sutherland,"Stan Laurel, Oliver Hardy",6.8,41,,
2108,Sylvia Scarlett,1935,Comedy,95,United States,George Cukor,"Katharine Hepburn, Cary Grant, Brian Aherne",7.4,73,,
2109,Heller in Pink Tights,1959,Western,100,United States,George Cukor,"Anthony Quinn, Sophia Loren, Steve Forrest, Edmund Love, Ramon Novarro",6,20,,
2110,Diavolo in corpo,1986,Drama,110,Italy,Marco Bellocchio,"Maruschka Detmers, Federico Pitzalis, Anita Laurenzi, Riccardo De Torrebruna",5.6,56,,
2111,Libel,1959,Drama,100,Great Britain,Anthony Asquith,"Dirk Bogarde, Olivia de Havilland, Robert Morley",7.2,6,,
2112,Il diavolo sulle colline,1984,Drama,95,Italy,Vittorio Cottafavi,"Daniela Silverio, Matteo Corvino, Urbano Barberini",4.5,4,,
2113,Diceria dell'untore,1990,Drama,96,Italy,Beppe Cino,"Franco Nero, Lucrezia Lante Della Rovere, Fernando Rey",4,1,,
2114,Le diciottenni,1955,Comedy,94,Italy,Mario Mattòli,"Marisa Allasio, Antonio De Teffé, Rina Morelli, Pietro De Vico",5,14,,
2115,Diciottenni al sole,1962,Comedy,92,Italy,Camillo Mastrocinque,"Catherine Spaak, Lisa Gastoni, Gianni Garko, Spiros Focas, Mario Brega",4.6,7,,
2116,Dick Tracy,1990,Crime,106,United States,Warren Beatty,"Warren Beatty, Al Pacino, Madonna, Dustin Hoffman, Seymour Cassel",6.6,125,,
2117,Ten,1979,Comedy,120,United States,Blake Edwards,"Dudley Moore, Julie Andrews, Bo Derek, Robert Webber, Dee Wallace",6.5,50,,
2118,Dieci anni della nostra vita,1953,Documentary,97,Italy,Romolo Marcellini,,7,2,,
2119,The Ten Commandments,1956,Biblical,220,United States,Cecil B. DeMille,"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson",8.2,141,,
2120,La décade prodigieuse,1971,Thriller,108,France,Claude Chabrol,"Anthony Perkins, Michel Piccoli, Marlène Jobert, Orson Welles",6.5,40,,
2121,Dieci italiani per un tedesco,1952,Drama,97,Italy,Filippo Walter Ratti,"Gino Cervi, Andrea Checchi, Sergio Fantoni, Ivo Garrani",4.7,18,,
2122,Ten To Midnight,1983,Thriller,101,United States,J. Lee Thompson,"Charles Bronson, Lisa Eilbacher, Andrew Stevens",5.7,22,,
2123,Ten Who Dared,1960,Adventure,92,United States,William Beaudine,"Brian Keith, John Beal, James Drury, Ben Johnson, R. G. Armstrong",4,7,,
2124,Just around the Corner,1938,Comedy,70,United States,Irving Cummings,"Shirley Temple, Charles Farrell, Joan Davis, Amanda Duff",6,5,,
2125,Blackout,1985,Crime,99,United States,Douglas Hickox,"Richard Widmark, Keith Carradine, Kathleen Quinlan, Michael Beck",7,2,,
2126,Secret Beyond the Door,1947,Noir,99,United States,Fritz Lang,"Joan Bennett, Michael Redgrave, Ann Revere, Barbara O'Neil, Natalie Schafer, Paul Cavanagh, Anabel Shaw, Rosa Rey, James Seay, Mark Dennis",7.9,85,,
2128,Ein Mord liegt auf der Hand,1983,Comedy,90,Germany,Ralf Gregan,"Uwe Friedrichsen, Eva Astor, Brigitte Horney, Harald Leipnitz",6,1,,
2129,Battered,1978,Drama,120,United States,Peter Werner,"Joan Blondell, Karen Grassle, Chip Fields",6,1,,
2130,Un barrage contre le Pacifique,1957,Drama,111,Italy,René Clément,"Silvana Mangano, Anthony Perkins, Jo Van Fleet, Richard Conte",6,3,,
2131,Dick Tracy's Dilemma,1947,Thriller,60,United States,John Rawlins,"Ralf Byrd, Lyle Lattell, Kay Christopher, Ian Keith",5.6,6,,
2132,Dillinger,1945,Thriller,70,United States,Max Nosseck,"Lawrence Tierney, Edmund Lowe, Anne Jeffreys",6.3,3,,
2133,Dillinger,1973,Gangster,101,United States,John Milius,"Warren Oates, Ben Johnson, Michelle Philips, Cloris Leachman",7.9,60,,
2135,Flood!,1976,Action,100,United States,Earl Bellamy,"Robert Culp, Martin Milner, Barbara Hershey, Richard Basehart",6,1,,
2136,Dimension 5,1966,Fantasy,90,United States,Franklin Andreon,"Jeffrey Hunter, France Nuyen",4.5,2,,
2137,Night of the Creeps,1986,Horror,89,United States,Fred Dekker,"Jason Lively, Steve Marshall, Jill Whitlow",5.8,19,,
2138,The Trouble with Dick,1987,Comedy,86,United States,Gary Walkow,"Tom Villard, Susan Dey, Elaine Giftos, Elizabeth Gorcey",4,1,,
2139,Dimenticare Palermo,1989,Drama,100,Italy,Francesco Rosi,"James Belushi, Mimi Rogers, Joss Ackland, Vittorio Gassman, Carolina Rosi",4.6,32,,
2140,Dimenticare Venezia,1979,Drama,103,Italy,Franco Brusati,"Mariangela Melato, Eleonora Giorgi, Erland Josephson, David Pontremoli",6.2,36,,
2141,"Tell Me That You Love Me, Junie Moon",1970,Drama,112,United States,Otto Preminger,"Liza Minnelli, Robert Moore, Ken Howard, James Coco",8,3,,
2142,Where Does It Hurt?,1972,Comedy,88,United States,Rod Amateau,"Peter Sellers, Jo Ann Pflug, Rick Lenz, Harold Gould, Kathleen Freeman",5.3,5,,
2143,Just Tell Me What You Want,1980,Comedy,115,United States,Sidney Lumet,"Ali MacGraw, Alan King, Myrna Loy, Tony Roberts, Keenan Wynn",6.5,3,,
2145,Dynasty,1976,Drama,94,United States,Lee Phillips,"Sarah Miles, Stacy Keach, Harrison Ford, Amy Irving",6,1,,
2146,Campbell's Kingdom,1958,Adventure,102,Great Britain,Ralph Thomas,"Dirk Bogarde, Stanley Baker, Michael Craig, Barbara Murray",6.2,4,,
2147,"Dio, come ti amo!",1966,Romantic,107,"Italy, Spain",Miguel Iglesias,"Gigliola Cinquetti, Mark Damon, Nino Taranto, Antonio Mayans",4.4,9,,
2148,Dio in cielo... Arizona in terra,1972,Western,90,"Spain, Italy",John Wood,"Peter Lee Lawrence, Maria Pia Conte, Roberto Camardiel, Frank Brana",6.3,11,,
2149,Dio li fa poi li accoppia,1982,Comedy,100,Italy,Steno,"Johnny Dorelli, Marina Suma, Giuliana Calandra, Lino Banfi",4.5,41,,
2151,Mr. Denning Drives North,1951,Drama,93,Great Britain,Anthony Kimmins,"John Mills, Phyllis Calvert, Sam Wanamaker",6,1,,
2152,License to Kill,1984,Drama,120,United States,Jud Taylor,"James Farentino, Penny Fuller, Don Murray",4.5,2,,
2153,Skokie,1981,Drama,125,United States,Herbert Wise,"Danny Kaye, John Rubinstein, Eli Wallach, Carl Reiner, Kim Hunter",7,2,,
2154,Absence of Malice,1982,Drama,120,United States,Sydney Pollack,"Paul Newman, Sally Field, Barry Primus, Bob Balaban, Melinda Dillon",6.6,42,,
2155,The Right of the People,1986,Drama,100,United States,Jeffrey Bloom,"Michael Ontkean, Jane Kaczmarek, Billy Dee Williams",5.9,5,,
2157,The Misadventures of Buster Keaton,1935,Comedy,61,United States,Buster Keaton,Buster Keaton,7.5,3,,
2158,Misadventures of Merlin Jones,1964,Comedy,88,United States,Robert Stevenson,"Tommy Kirk, Annette Funicello, Leon Ames, Stuart Erwin",6,1,,
2159,Descente aux enfers,1986,Thriller,90,France,Francis Girod,"Claude Brasseur, Sophie Marceau, Betsy Blair, Marie Dubois",5.2,13,,
2160,La discoteca,1983,Musical,91,Italy,Mariano Laurenti,"Nino D'Angelo, Roberta Olivieri, Cinzia Bonfantini, Bombolo",2.8,25,,
2162,The Best of Walt Disney's True Life Adventures,1975,Documentary,88,United States,James Algar,,8,2,,
2163,Family of Strangers,1992,Drama,100,United States,Harry Sheldon,"Melissa Gilbert, Patti Duke, Martha Gibson",6,1,,
2164,Survive the Savage Sea,1992,Adventure,120,United States,Kevin James Dobson,"Ali MacGraw, Robert Urich, Mark Ballou, Danielle von Zerneck",6.5,5,,
2165,The Red Badge of Courage,1974,Drama,90,United States,Lee Philips,"Richard Thomas, Michael Brandon, Wendell Burton, Lee de Broux",6.5,3,,
2166,Support Your Local Sheriff,1968,Comedy,92,United States,Burt Kennedy,"James Garner, Joan Hackett, Walter Brennan, Harry Morgan, Jack Elam",7.5,13,,
2167,Moon Over Parador,1988,Comedy,102,United States,Paul Mazursky,"Richard Dreyfuss, Sonia Braga, Raul Julia, Jonathan Winters",6.3,5,,
2168,Bananas,1971,Comedy,81,United States,Woody Allen,"Woody Allen, Louise Lasser, Carlos Montalban, Sylvester Stallone",7.2,176,,
2169,The Star,1953,Mélo,91,United States,Stuart Heisler,"Bette Davis, Sterling Hayden, Natalie Wood, Warner Anderson",7.2,22,,
2170,On the Riviera,1951,Comedy,90,United States,Walter Lang,"Danny Kaye, Gene Tierney, Corinne Calvet, Marcel Dalio, Jean Murat",6.3,7,,
2171,I divertimenti della vita privata,1990,Comedy,93,Italy,Cristina Comencini,"Delphine Forest, Christophe Malavoy, Giancarlo Giannini, Vittorio Gassman, Roberto Infascelli",6.3,5,,
2172,Happy Anniversary,1959,Comedy,79,United States,David Miller,"David Niven, Mitzi Gaynor, Carl Reiner",6,3,,
2173,The Goddess,1958,Drama,105,United States,John Cromwell,"Kim Stanley, Lloyd Bridges, Steven Hill, Betty Lou Holland",6,1,,
2174,Divisione Folgore,1954,War,104,Italy,Duilio Coletti,"Ettore Manni, Fausto Tozzi, Monica Clay, Lea Padovani, Terence Hill",5.4,7,,
2175,Divorce His: Divorce Hers,1973,Drama,90,United States,Waris Hussein,"Elizabeth Taylor, Richard Burton, Gabriele Ferzetti",6,1,,
2176,Divorce American style,1967,Comedy,95,United States,Bud Yorkin,"Dick Van Dyke, Debbie Reynolds, Jason Robards, Jean Simmons",6.1,5,,
2177,Divorzio all'italiana,1961,Comedy,120,Italy,Pietro Germi,"Marcello Mastroianni, Stefania Sandrelli, Daniela Rocca, Leopoldo Trieste, Lando Buzzanca",8.7,241,,
2178,Il divorzio,1970,Comedy,100,Italy,Romolo Guerrieri,"Vittorio Gassman, Anna Moffo, Anita Ekberg, Nino Castelnuovo",5.1,26,,
2179,Django 2 - Il grande ritorno,1987,Western,99,Italy,Nello Rossati,"Franco Nero, Christopher Connelly, Donald Pleasence, William Berger",5.2,16,,
2180,Django il bastardo,1969,Western,102,Italy,Sergio Garrone,"Anthony Steffen, Rada Rassimov, Paolo Gozlino, Lu Kamante, Teodoro Corrà",4.2,16,,
2181,Django sfida Sartana,1970,Western,89,Italy,William Redford (Pasquale Squitieri),"Georges Ardisson, Tony Kendall, José Torres, Bernanrd Faber",3.8,11,,
2182,Django spara per primo,1967,Western,92,Italy,Alberto De Martino,"Glenn Saxson, Evelyn Stewart, Fernando Sancho, Nando Gazzolo",4.2,16,,
2183,Doc,1971,Western,95,United States,Frank Perry,"Stacy Keach, Faye Dunaway, Harris Yulin, Mike Witney, John Bottoms",6.3,23,,
2184,Cheaper by the Dozen,1950,Comedy,90,United States,Walter Lang,"Clifton Webb, Myrna Loy, Jeanne Crain, Mildred Natwick",7.2,16,,
2186,Inside the Mafia,1959,Crime,85,United States,Edward L. Cahn,"Cameron Mitchell, Robert Strauss, Elaine Edwards",6,1,,
2187,Les chiens,1979,Drama,99,France,Alain Jessua,"Victor Lanoux, Gérard Depardieu, Fanny Ardant",7.5,2,,
2188,Sweet Bird of Youth,1961,Drama,120,United States,Richard Brooks,"Paul Newman, Geraldine Page, Shirley Knight, Ed Begley",7.5,29,,
2190,"Sweet, Sweet Rachel",1971,Thriller,74,United States,Sutton Roley,"Alex Dreyer, Stefanie Power, Louise Latham, Pat Hingle",6,1,,
2191,Life Is Sweet,1990,Comedy,102,Great Britain,Mike Leigh,"Alison Steadman, Jim Broadbent, Claire Skinner, Jane Horrocks",7.8,8,,
2192,Quality Street,1937,Comedy,84,United States,George Stevens,"Katharine Hepburn, Franchot Tone, Fay Bainter, Eric Blore",6.5,20,,
2193,Sweet Poison,1991,Drama,100,United States,Brian Grant,"Ed Herrmann, Steven Bauer, Parry Healy, Pruitt Taylor Vince",4,2,,
2194,La dolce vita,1960,Drama,178,Italy,Federico Fellini,"Marcello Mastroianni, Anita Ekberg, Anouk Aimée, Yvonne Furneaux",9,429,,
2195,"Munster, Go Home",1966,Comedy,96,United States,Earl Bellamy,"Fred Gwynne, Yvonne De Carlo, Al Lewis, Butch Patrick",7.3,3,,
2196,Sweet Lies,1987,Comedy,90,United States,Nathalie Delon,"Treat Williams, Joanna Pacula, Julianne Phillips, Laura Manszky",4,1,,
2197,Le dolci signore,1967,Comedy,105,Italy,Luigi Zampa,"Claudine Auger, Virna Lisi, Ursula Andress, Marisa Mell, Jean-Pierre Cassel, Lando Buzzanca",7,2,,
2198,Un dollaro di fifa,1960,Comedy,90,Italy,Giorgio Simonelli,"Walter Chiari, Ugo Tognazzi, Dominique Boschero, Mario Carotenuto",4.8,5,,
2199,Domani accadrà,1988,Adventure,92,Italy,Daniele Luchetti,"Paolo Hendel, Giovanni Guidelli, Margherita Buy, Ciccio Ingrassia, Nanni Moretti",6.6,23,,
2200,Tomorrow at Ten,1964,Thriller,77,Great Britain,Lance Comfort,"John Gregson, Robert Shaw, Alan Clunes",6.5,5,,
2201,Domani è un altro giorno,1950,Drama,139,Italy,Leonide Moguy,"Anna Maria Pierangeli, Anna Maria Ferrero, Laura Gore, Aldo Silvani",5.1,14,,
2202,Domani mi sposo,1984,Comedy,92,Italy,Francesco Massaro,"Jerry Calà, Isabella Ferrari, Milly Carlucci, Karina Huff",3.8,12,,
2203,Domani si balla,1983,Comedy,102,Italy,Maurizio Nichetti,"Maurizio Nichetti, Mariangela Melato, Paolo Stoppa, Elisa Cegani",5,10,,
2204,A Kid for Two Farthings,1955,Romantic,96,Great Britain,Carol Reed,"Celia Johnson, Diana Dors, Jonathan Ashmore, Primo Carnera, David Kossoff, Joe Robinson",8,2,,
2205,Sunday in New York,1963,Comedy,105,United States,Peter Tewksbury,"Jane Fonda, Cliff Robertson, Rod Taylor, Robert Culp, Jim Backus",7.3,4,,
2206,Domenica d'agosto,1949,Comedy,100,Italy,Luciano Emmer,"Anna Baldini, Emilio Cigoli, Marcello Mastroianni, Franco Interlenghi, Vera Carmi, Elvy Lissiak",7.2,48,,
2207,Una domenica d'estate,1962,Comedy,96,Italy,Giulio Petroni,"Ugo Tognazzi, Raimondo Vianello, Françoise Fabian",4,1,,
2208,Un dimanche de flic,1982,Thriller,93,France,Michel Vianey,"Jean Rochefort, Victor Lanoux, Barbara Sukowa",8,1,,
2210,La domenica della buona gente,1953,Comedy,96,Italy,Anton Giulio Majano,"Maria Fiore, Sophia Loren, Carlo Romano, Vittorio Sanipoli, Renato Salvatori",6,16,,
2211,La domenica specialmente,1991,Comedy,117,Italy,"Giuseppe Bertolucci, Marco Tullio Giordana, Francesco Barilli, Giuseppe Tornatore","Philippe Noiret, Ornella Muti, Bruno Ganz, Jean-Hugues Anglade, Nicoletta Braschi",5.5,17,,
2212,Il domestico,1974,Comedy,105,Italy,Luigi Filippo D'Amico,"Lando Buzzanca, Martine Brochard, Arnoldo Foà, Silvia Monti, Femi Benussi",5.1,16,,
2214,Diamond Head,1962,Drama,101,United States,Guy Green,"Charlton Heston, Yvette Mimieux, George Chakiris",4.8,3,,
2215,In Old California,1942,Adventure,88,United States,William C. McGann,"John Wayne, Binnie Barnes, Albert Dekker, Helen Parrish, Patsy Kelly",6,5,,
2216,Master of the Universe,1987,Fantasy,106,United States,Gary Goddard,"Dolph Lundgren, Frank Langella, Billy Barty, Courteney Cox, Meg Foster, Robert Duncan McNeil, Jon Cypher, Chelsea Field, James Tolkan, Christina Pickles",5.2,27,,
2217,The Singing Nun,1966,Comedy,92,United States,Henry Koster,"Debbie Reynolds, Greer Garson, Ricardo Montalban, Agnes Moorehead",5,3,,
2218,Don Bosco,1988,Biography,96,Italy,Leandro Castellani,"Ben Gazzara, Leopoldo Trieste, Philippe Leroy, Patsy Kensit",4.3,14,,
2219,Don Camillo,1952,Comedy,85,Italy,Julien Duvivier,"Gino Cervi, Fernandel, Leda Gloria, Franco Interlenghi",8,173,,
2220,Don Camillo e i giovani d'oggi,1972,Comedy,111,Italy,Mario Camerini,"Gastone Moschin, Lionel Stander, Carole André, Paolo Giusti",4.3,21,,
2221,Don Camillo e l'onorevole Peppone,1955,Comedy,94,Italy,Carmine Gallone,"Fernandel, Gino Cervi, Claude Sylvain, Leda Gloria, Saro Urzì",6.9,87,,
2222,Don Camillo monsignore ma non troppo,1961,Comedy,117,Italy,Carmine Gallone,"Fernandel, Gino Cervi, Leda Gloria, Valeria Ciangottini",6.5,84,,
2223,Don Chisciotte e Sancio Panza,1969,Comedy,105,Italy,Giovanni Grimaldi,"Franco Franchi, Ciccio Ingrassia, Fulvia Franco, Enzo Garinei",6.5,34,,
2224,Don Franco e Don Ciccio nell'anno della contestazione,1970,Comedy,94,Italy,Marino Girolami,"Franco Franchi, Ciccio Ingrassia, Edwige Fenech, Lino Banfi",5,29,,
2225,I Don Giovanni della Costa Azzurra,1962,Comedy,98,Italy,Vittorio Sala,"Annette Stroyberg, Gabriele Ferzetti, Martine Carol, Curd Jürgens, Daniela Rocca",3,5,,
2226,Doña Herlinda y su hijo,1985,Comedy,91,Mexico,Jaime Humberto Hermosillo,"Arturo Meza, Leticia Lupercio, Marco Antonio Treviño",7.3,5,,
2227,Donatella,1956,Comedy,104,Italy,Mario Monicelli,"Elsa Martinelli, Gabriele Ferzetti, Walter Chiari, Aldo Fabrizi, Abbe Lane, Xavier Cugat, Liliana Bonfatti, Virgilio Riento, Giovanna Pala, Giuseppe Porelli",6.6,34,,
2229,Une femme à sa fenêtre,1976,Mélo,115,"France, Italy",Pierre Granier-Deferre,"Romy Schneider, Umberto Orsini, Philippe Noiret, Victor Lanoux, Gastone Moschin, Joachim Hansen, Carl Möhner",7.2,15,,
2233,Vertigo,1958,Thriller,128,United States,Alfred Hitchcock,"James Stewart, Kim Novak, Barbara Bel Geddes, Henry Jones",9.1,622,,
2234,The Woman They Almost Lynched,1952,Western,90,United States,Allan Dwan,"Joan Leslie, Audrey Totter, John Lund",5.8,3,,
2236,Hell's Belles,1969,Drama,93,United States,Maury Dexter,"Angelique Pettyjohn, Jeremy Slater, Adam Roarke, Jocelyn Lane",6,1,,
2237,Designing Woman,1957,Comedy,118,United States,Vincente Minnelli,"Gregory Peck, Lauren Bacall, Dolores Gray, Sam Levene",7.3,36,,
2238,The Woman of the Year,1941,Comedy,112,United States,George Stevens,"Spencer Tracy, Katharine Hepburn",8.2,32,,
